"시점","시도별","성별","연령계층별",데이터
"2015.4/4","광주광역시","여자","40 - 49세",90
"2015.4/4","광주광역시","여자","50 - 59세",67
"2015.4/4","광주광역시","여자","60세이상",37
"2015.4/4","대전광역시","남자","20 - 29세",60
"2015.4/4","대전광역시","남자","30 - 39세",104
"2015.4/4","대전광역시","남자","40 - 49세",120
"2015.4/4","대전광역시","남자","50 - 59세",103
"2015.4/4","대전광역시","남자","60세이상",53
"2015.4/4","대전광역시","여자","20 - 29세",64
"2015.4/4","대전광역시","여자","30 - 39세",68
"2015.4/4","대전광역시","여자","40 - 49세",86
"2015.4/4","대전광역시","여자","50 - 59세",76
"2015.4/4","대전광역시","여자","60세이상",36
"2015.4/4","울산광역시","남자","20 - 29세",45
"2015.4/4","울산광역시","남자","30 - 39세",91
"2015.4/4","울산광역시","남자","40 - 49세",101
"2015.4/4","울산광역시","남자","50 - 59세",94
"2015.4/4","울산광역시","남자","60세이상",40
"2015.4/4","울산광역시","여자","20 - 29세",36
"2015.4/4","울산광역시","여자","30 - 39세",38
"2015.4/4","울산광역시","여자","40 - 49세",62
"2015.4/4","울산광역시","여자","50 - 59세",47
"2015.4/4","울산광역시","여자","60세이상",21
"2015.4/4","세종특별자치시","남자","20 - 29세",-
"2015.4/4","세종특별자치시","남자","30 - 39세",-
"2015.4/4","세종특별자치시","남자","40 - 49세",-
"2015.4/4","세종특별자치시","남자","50 - 59세",-
"2015.4/4","세종특별자치시","남자","60세이상",-
"2015.4/4","세종특별자치시","여자","20 - 29세",-
"2015.4/4","세종특별자치시","여자","30 - 39세",-
"2015.4/4","세종특별자치시","여자","40 - 49세",-
"2015.4/4","세종특별자치시","여자","50 - 59세",-
"2015.4/4","세종특별자치시","여자","60세이상",-
"2015.4/4","경기도","남자","20 - 29세",451
"2015.4/4","경기도","남자","30 - 39세",948
"2015.4/4","경기도","남자","40 - 49세",1083
"2015.4/4","경기도","남자","50 - 59세",865
"2015.4/4","경기도","남자","60세이상",413
"2015.4/4","경기도","여자","20 - 29세",488
"2015.4/4","경기도","여자","30 - 39세",537
"2015.4/4","경기도","여자","40 - 49세",758
"2015.4/4","경기도","여자","50 - 59세",566
"2015.4/4","경기도","여자","60세이상",258
"2015.4/4","강원도","남자","20 - 29세",38
"2015.4/4","강원도","남자","30 - 39세",79
"2015.4/4","강원도","남자","40 - 49세",111
"2015.4/4","강원도","남자","50 - 59세",111
"2015.4/4","강원도","남자","60세이상",75
"2015.4/4","강원도","여자","20 - 29세",44
"2015.4/4","강원도","여자","30 - 39세",55
"2015.4/4","강원도","여자","40 - 49세",84
"2015.4/4","강원도","여자","50 - 59세",82
"2015.4/4","강원도","여자","60세이상",64
"2015.4/4","충청북도","남자","20 - 29세",61
"2015.4/4","충청북도","남자","30 - 39세",104
"2015.4/4","충청북도","남자","40 - 49세",124
"2015.4/4","충청북도","남자","50 - 59세",119
"2015.4/4","충청북도","남자","60세이상",77
"2015.4/4","충청북도","여자","20 - 29세",56
"2015.4/4","충청북도","여자","30 - 39세",65
"2015.4/4","충청북도","여자","40 - 49세",92
"2015.4/4","충청북도","여자","50 - 59세",87
"2015.4/4","충청북도","여자","60세이상",62
"2015.4/4","충청남도","남자","20 - 29세",103
"2015.4/4","충청남도","남자","30 - 39세",165
"2015.4/4","충청남도","남자","40 - 49세",180
"2015.4/4","충청남도","남자","50 - 59세",160
"2015.4/4","충청남도","남자","60세이상",110
"2015.4/4","충청남도","여자","20 - 29세",76
"2015.4/4","충청남도","여자","30 - 39세",89
"2015.4/4","충청남도","여자","40 - 49세",113
"2015.4/4","충청남도","여자","50 - 59세",114
"2015.4/4","충청남도","여자","60세이상",91
"2015.4/4","전라북도","남자","20 - 29세",47
"2015.4/4","전라북도","남자","30 - 39세",111
"2015.4/4","전라북도","남자","40 - 49세",139
"2015.4/4","전라북도","남자","50 - 59세",128
"2015.4/4","전라북도","남자","60세이상",105
"2015.4/4","전라북도","여자","20 - 29세",52
"2015.4/4","전라북도","여자","30 - 39세",58
"2015.4/4","전라북도","여자","40 - 49세",100
"2015.4/4","전라북도","여자","50 - 59세",94
"2015.4/4","전라북도","여자","60세이상",83
"2015.4/4","전라남도","남자","20 - 29세",50
"2015.4/4","전라남도","남자","30 - 39세",106
"2015.4/4","전라남도","남자","40 - 49세",135
"2015.4/4","전라남도","남자","50 - 59세",131
"2015.4/4","전라남도","남자","60세이상",123
"2015.4/4","전라남도","여자","20 - 29세",46
"2015.4/4","전라남도","여자","30 - 39세",57
"2015.4/4","전라남도","여자","40 - 49세",93
"2015.4/4","전라남도","여자","50 - 59세",96
"2015.4/4","전라남도","여자","60세이상",124
"2015.4/4","경상북도","남자","20 - 29세",95
"2015.4/4","경상북도","남자","30 - 39세",164
"2015.4/4","경상북도","남자","40 - 49세",204
"2015.4/4","경상북도","남자","50 - 59세",203
"2015.4/4","경상북도","남자","60세이상",174
"2015.4/4","경상북도","여자","20 - 29세",89
"2015.4/4","경상북도","여자","30 - 39세",85
"2015.4/4","경상북도","여자","40 - 49세",149
"2015.4/4","경상북도","여자","50 - 59세",143
"2015.4/4","경상북도","여자","60세이상",135
"2015.4/4","경상남도","남자","20 - 29세",99
"2015.4/4","경상남도","남자","30 - 39세",237
"2015.4/4","경상남도","남자","40 - 49세",272
"2015.4/4","경상남도","남자","50 - 59세",240
"2015.4/4","경상남도","남자","60세이상",152
"2015.4/4","경상남도","여자","20 - 29세",97
"2015.4/4","경상남도","여자","30 - 39세",118
"2015.4/4","경상남도","여자","40 - 49세",187
"2015.4/4","경상남도","여자","50 - 59세",178
"2015.4/4","경상남도","여자","60세이상",122
"2015.4/4","제주도","남자","20 - 29세",23
"2015.4/4","제주도","남자","30 - 39세",41
"2015.4/4","제주도","남자","40 - 49세",52
"2015.4/4","제주도","남자","50 - 59세",42
"2015.4/4","제주도","남자","60세이상",30
"2015.4/4","제주도","여자","20 - 29세",22
"2015.4/4","제주도","여자","30 - 39세",29
"2015.4/4","제주도","여자","40 - 49세",41
"2015.4/4","제주도","여자","50 - 59세",34
"2015.4/4","제주도","여자","60세이상",33
"2016.1/4","서울특별시","남자","20 - 29세",342
"2016.1/4","서울특별시","남자","30 - 39세",727
"2016.1/4","서울특별시","남자","40 - 49세",740
"2016.1/4","서울특별시","남자","50 - 59세",656
"2016.1/4","서울특별시","남자","60세이상",359
"2016.1/4","서울특별시","여자","20 - 29세",453
"2016.1/4","서울특별시","여자","30 - 39세",507
"2016.1/4","서울특별시","여자","40 - 49세",534
"2016.1/4","서울특별시","여자","50 - 59세",485
"2016.1/4","서울특별시","여자","60세이상",253
"2016.1/4","부산광역시","남자","20 - 29세",110
"2016.1/4","부산광역시","남자","30 - 39세",219
"2016.1/4","부산광역시","남자","40 - 49세",231
"2016.1/4","부산광역시","남자","50 - 59세",236
"2016.1/4","부산광역시","남자","60세이상",146
"2016.1/4","부산광역시","여자","20 - 29세",126
"2016.1/4","부산광역시","여자","30 - 39세",137
"2016.1/4","부산광역시","여자","40 - 49세",172
"2016.1/4","부산광역시","여자","50 - 59세",181
"2016.1/4","부산광역시","여자","60세이상",105
"2016.1/4","대구광역시","남자","20 - 29세",75
"2016.1/4","대구광역시","남자","30 - 39세",161
"2016.1/4","대구광역시","남자","40 - 49세",193
"2016.1/4","대구광역시","남자","50 - 59세",179
"2016.1/4","대구광역시","남자","60세이상",96
"2016.1/4","대구광역시","여자","20 - 29세",87
"2016.1/4","대구광역시","여자","30 - 39세",101
"2016.1/4","대구광역시","여자","40 - 49세",135
"2016.1/4","대구광역시","여자","50 - 59세",126
"2016.1/4","대구광역시","여자","60세이상",55
"2016.1/4","인천광역시","남자","20 - 29세",109
"2016.1/4","인천광역시","남자","30 - 39세",216
"2016.1/4","인천광역시","남자","40 - 49세",237
"2016.1/4","인천광역시","남자","50 - 59세",206
"2016.1/4","인천광역시","남자","60세이상",96
"2016.1/4","인천광역시","여자","20 - 29세",110
"2016.1/4","인천광역시","여자","30 - 39세",125
"2016.1/4","인천광역시","여자","40 - 49세",168
"2016.1/4","인천광역시","여자","50 - 59세",150
"2016.1/4","인천광역시","여자","60세이상",66
"2016.1/4","광주광역시","남자","20 - 29세",45
"2016.1/4","광주광역시","남자","30 - 39세",105
"2016.1/4","광주광역시","남자","40 - 49세",120
"2016.1/4","광주광역시","남자","50 - 59세",94
"2016.1/4","광주광역시","남자","60세이상",46
"2016.1/4","광주광역시","여자","20 - 29세",51
"2016.1/4","광주광역시","여자","30 - 39세",65
"2016.1/4","광주광역시","여자","40 - 49세",88
"2016.1/4","광주광역시","여자","50 - 59세",67
"2016.1/4","광주광역시","여자","60세이상",34
"2016.1/4","대전광역시","남자","20 - 29세",60
"2016.1/4","대전광역시","남자","30 - 39세",101
"2016.1/4","대전광역시","남자","40 - 49세",121
"2016.1/4","대전광역시","남자","50 - 59세",102
"2016.1/4","대전광역시","남자","60세이상",48
"2016.1/4","대전광역시","여자","20 - 29세",63
"2016.1/4","대전광역시","여자","30 - 39세",67
"2016.1/4","대전광역시","여자","40 - 49세",85
"2016.1/4","대전광역시","여자","50 - 59세",75
"2016.1/4","대전광역시","여자","60세이상",37
"2016.1/4","울산광역시","남자","20 - 29세",41
"2016.1/4","울산광역시","남자","30 - 39세",90
"2016.1/4","울산광역시","남자","40 - 49세",99
"2016.1/4","울산광역시","남자","50 - 59세",93
"2016.1/4","울산광역시","남자","60세이상",39
"2016.1/4","울산광역시","여자","20 - 29세",37
"2016.1/4","울산광역시","여자","30 - 39세",38
"2016.1/4","울산광역시","여자","40 - 49세",58
"2016.1/4","울산광역시","여자","50 - 59세",48
"2016.1/4","울산광역시","여자","60세이상",19
"2016.1/4","세종특별자치시","남자","20 - 29세",-
"2016.1/4","세종특별자치시","남자","30 - 39세",-
"2016.1/4","세종특별자치시","남자","40 - 49세",-
"2016.1/4","세종특별자치시","남자","50 - 59세",-
"2016.1/4","세종특별자치시","남자","60세이상",-
"2016.1/4","세종특별자치시","여자","20 - 29세",-
"2016.1/4","세종특별자치시","여자","30 - 39세",-
"2016.1/4","세종특별자치시","여자","40 - 49세",-
"2016.1/4","세종특별자치시","여자","50 - 59세",-
"2016.1/4","세종특별자치시","여자","60세이상",-
"2016.1/4","경기도","남자","20 - 29세",439
"2016.1/4","경기도","남자","30 - 39세",939
"2016.1/4","경기도","남자","40 - 49세",1075
"2016.1/4","경기도","남자","50 - 59세",847
"2016.1/4","경기도","남자","60세이상",392
"2016.1/4","경기도","여자","20 - 29세",482
"2016.1/4","경기도","여자","30 - 39세",550
"2016.1/4","경기도","여자","40 - 49세",730
"2016.1/4","경기도","여자","50 - 59세",564
"2016.1/4","경기도","여자","60세이상",242
"2016.1/4","강원도","남자","20 - 29세",34
"2016.1/4","강원도","남자","30 - 39세",77
"2016.1/4","강원도","남자","40 - 49세",104
"2016.1/4","강원도","남자","50 - 59세",105
"2016.1/4","강원도","남자","60세이상",63
"2016.1/4","강원도","여자","20 - 29세",45
"2016.1/4","강원도","여자","30 - 39세",53
"2016.1/4","강원도","여자","40 - 49세",77
"2016.1/4","강원도","여자","50 - 59세",78
"2016.1/4","강원도","여자","60세이상",47
"2016.1/4","충청북도","남자","20 - 29세",61
"2016.1/4","충청북도","남자","30 - 39세",101
"2016.1/4","충청북도","남자","40 - 49세",122
"2016.1/4","충청북도","남자","50 - 59세",112
"2016.1/4","충청북도","남자","60세이상",67
"2016.1/4","충청북도","여자","20 - 29세",52
"2016.1/4","충청북도","여자","30 - 39세",67
"2016.1/4","충청북도","여자","40 - 49세",85
"2016.1/4","충청북도","여자","50 - 59세",84
"2016.1/4","충청북도","여자","60세이상",46
"2016.1/4","충청남도","남자","20 - 29세",94
"2016.1/4","충청남도","남자","30 - 39세",167
"2016.1/4","충청남도","남자","40 - 49세",175
"2016.1/4","충청남도","남자","50 - 59세",154
"2016.1/4","충청남도","남자","60세이상",102
"2016.1/4","충청남도","여자","20 - 29세",69
"2016.1/4","충청남도","여자","30 - 39세",85
"2016.1/4","충청남도","여자","40 - 49세",112
"2016.1/4","충청남도","여자","50 - 59세",106
"2016.1/4","충청남도","여자","60세이상",69
"2016.1/4","전라북도","남자","20 - 29세",43
"2016.1/4","전라북도","남자","30 - 39세",108
"2016.1/4","전라북도","남자","40 - 49세",139
"2016.1/4","전라북도","남자","50 - 59세",126
"2016.1/4","전라북도","남자","60세이상",105
"2016.1/4","전라북도","여자","20 - 29세",50
"2016.1/4","전라북도","여자","30 - 39세",59
"2016.1/4","전라북도","여자","40 - 49세",100
"2016.1/4","전라북도","여자","50 - 59세",89
"2016.1/4","전라북도","여자","60세이상",66
"2016.1/4","전라남도","남자","20 - 29세",43
"2016.1/4","전라남도","남자","30 - 39세",105
"2016.1/4","전라남도","남자","40 - 49세",131
"2016.1/4","전라남도","남자","50 - 59세",129
"2016.1/4","전라남도","남자","60세이상",116
"2016.1/4","전라남도","여자","20 - 29세",42
"2016.1/4","전라남도","여자","30 - 39세",55
"2016.1/4","전라남도","여자","40 - 49세",91
"2016.1/4","전라남도","여자","50 - 59세",94
"2016.1/4","전라남도","여자","60세이상",105
"2016.1/4","경상북도","남자","20 - 29세",97
"2016.1/4","경상북도","남자","30 - 39세",164
"2016.1/4","경상북도","남자","40 - 49세",202
"2016.1/4","경상북도","남자","50 - 59세",199
"2016.1/4","경상북도","남자","60세이상",167
"2016.1/4","경상북도","여자","20 - 29세",80
"2016.1/4","경상북도","여자","30 - 39세",87
"2016.1/4","경상북도","여자","40 - 49세",143
"2016.1/4","경상북도","여자","50 - 59세",137
"2016.1/4","경상북도","여자","60세이상",116
"2016.1/4","경상남도","남자","20 - 29세",106
"2016.1/4","경상남도","남자","30 - 39세",230
"2016.1/4","경상남도","남자","40 - 49세",266
"2016.1/4","경상남도","남자","50 - 59세",237
"2016.1/4","경상남도","남자","60세이상",153
"2016.1/4","경상남도","여자","20 - 29세",94
"2016.1/4","경상남도","여자","30 - 39세",115
"2016.1/4","경상남도","여자","40 - 49세",176
"2016.1/4","경상남도","여자","50 - 59세",174
"2016.1/4","경상남도","여자","60세이상",105
"2016.1/4","제주도","남자","20 - 29세",21
"2016.1/4","제주도","남자","30 - 39세",41
"2016.1/4","제주도","남자","40 - 49세",51
"2016.1/4","제주도","남자","50 - 59세",42
"2016.1/4","제주도","남자","60세이상",29
"2016.1/4","제주도","여자","20 - 29세",21
"2016.1/4","제주도","여자","30 - 39세",29
"2016.1/4","제주도","여자","40 - 49세",41
"2016.1/4","제주도","여자","50 - 59세",34
"2016.1/4","제주도","여자","60세이상",30
