"시점","시도별","성별","연령계층별",데이터
"2016.2/4","충청남도","남자","50 - 59세",161
"2016.2/4","충청남도","남자","60세이상",127
"2016.2/4","충청남도","여자","20 - 29세",73
"2016.2/4","충청남도","여자","30 - 39세",89
"2016.2/4","충청남도","여자","40 - 49세",115
"2016.2/4","충청남도","여자","50 - 59세",117
"2016.2/4","충청남도","여자","60세이상",97
"2016.2/4","전라북도","남자","20 - 29세",48
"2016.2/4","전라북도","남자","30 - 39세",104
"2016.2/4","전라북도","남자","40 - 49세",138
"2016.2/4","전라북도","남자","50 - 59세",133
"2016.2/4","전라북도","남자","60세이상",115
"2016.2/4","전라북도","여자","20 - 29세",54
"2016.2/4","전라북도","여자","30 - 39세",63
"2016.2/4","전라북도","여자","40 - 49세",100
"2016.2/4","전라북도","여자","50 - 59세",98
"2016.2/4","전라북도","여자","60세이상",96
"2016.2/4","전라남도","남자","20 - 29세",44
"2016.2/4","전라남도","남자","30 - 39세",103
"2016.2/4","전라남도","남자","40 - 49세",129
"2016.2/4","전라남도","남자","50 - 59세",133
"2016.2/4","전라남도","남자","60세이상",127
"2016.2/4","전라남도","여자","20 - 29세",48
"2016.2/4","전라남도","여자","30 - 39세",55
"2016.2/4","전라남도","여자","40 - 49세",92
"2016.2/4","전라남도","여자","50 - 59세",102
"2016.2/4","전라남도","여자","60세이상",134
"2016.2/4","경상북도","남자","20 - 29세",94
"2016.2/4","경상북도","남자","30 - 39세",163
"2016.2/4","경상북도","남자","40 - 49세",201
"2016.2/4","경상북도","남자","50 - 59세",205
"2016.2/4","경상북도","남자","60세이상",180
"2016.2/4","경상북도","여자","20 - 29세",81
"2016.2/4","경상북도","여자","30 - 39세",85
"2016.2/4","경상북도","여자","40 - 49세",145
"2016.2/4","경상북도","여자","50 - 59세",143
"2016.2/4","경상북도","여자","60세이상",155
"2016.2/4","경상남도","남자","20 - 29세",118
"2016.2/4","경상남도","남자","30 - 39세",222
"2016.2/4","경상남도","남자","40 - 49세",266
"2016.2/4","경상남도","남자","50 - 59세",241
"2016.2/4","경상남도","남자","60세이상",163
"2016.2/4","경상남도","여자","20 - 29세",99
"2016.2/4","경상남도","여자","30 - 39세",111
"2016.2/4","경상남도","여자","40 - 49세",177
"2016.2/4","경상남도","여자","50 - 59세",172
"2016.2/4","경상남도","여자","60세이상",124
"2016.2/4","제주도","남자","20 - 29세",20
"2016.2/4","제주도","남자","30 - 39세",42
"2016.2/4","제주도","남자","40 - 49세",52
"2016.2/4","제주도","남자","50 - 59세",44
"2016.2/4","제주도","남자","60세이상",31
"2016.2/4","제주도","여자","20 - 29세",22
"2016.2/4","제주도","여자","30 - 39세",28
"2016.2/4","제주도","여자","40 - 49세",41
"2016.2/4","제주도","여자","50 - 59세",34
"2016.2/4","제주도","여자","60세이상",33
"2016.3/4","서울특별시","남자","20 - 29세",344
"2016.3/4","서울특별시","남자","30 - 39세",714
"2016.3/4","서울특별시","남자","40 - 49세",744
"2016.3/4","서울특별시","남자","50 - 59세",660
"2016.3/4","서울특별시","남자","60세이상",404
"2016.3/4","서울특별시","여자","20 - 29세",469
"2016.3/4","서울특별시","여자","30 - 39세",491
"2016.3/4","서울특별시","여자","40 - 49세",529
"2016.3/4","서울특별시","여자","50 - 59세",481
"2016.3/4","서울특별시","여자","60세이상",279
"2016.3/4","부산광역시","남자","20 - 29세",111
"2016.3/4","부산광역시","남자","30 - 39세",210
"2016.3/4","부산광역시","남자","40 - 49세",237
"2016.3/4","부산광역시","남자","50 - 59세",231
"2016.3/4","부산광역시","남자","60세이상",165
"2016.3/4","부산광역시","여자","20 - 29세",127
"2016.3/4","부산광역시","여자","30 - 39세",138
"2016.3/4","부산광역시","여자","40 - 49세",164
"2016.3/4","부산광역시","여자","50 - 59세",174
"2016.3/4","부산광역시","여자","60세이상",117
"2016.3/4","대구광역시","남자","20 - 29세",77
"2016.3/4","대구광역시","남자","30 - 39세",157
"2016.3/4","대구광역시","남자","40 - 49세",192
"2016.3/4","대구광역시","남자","50 - 59세",178
"2016.3/4","대구광역시","남자","60세이상",101
"2016.3/4","대구광역시","여자","20 - 29세",89
"2016.3/4","대구광역시","여자","30 - 39세",104
"2016.3/4","대구광역시","여자","40 - 49세",145
"2016.3/4","대구광역시","여자","50 - 59세",134
"2016.3/4","대구광역시","여자","60세이상",76
"2016.3/4","인천광역시","남자","20 - 29세",111
"2016.3/4","인천광역시","남자","30 - 39세",215
"2016.3/4","인천광역시","남자","40 - 49세",239
"2016.3/4","인천광역시","남자","50 - 59세",212
"2016.3/4","인천광역시","남자","60세이상",107
"2016.3/4","인천광역시","여자","20 - 29세",117
"2016.3/4","인천광역시","여자","30 - 39세",125
"2016.3/4","인천광역시","여자","40 - 49세",166
"2016.3/4","인천광역시","여자","50 - 59세",152
"2016.3/4","인천광역시","여자","60세이상",76
"2016.3/4","광주광역시","남자","20 - 29세",48
"2016.3/4","광주광역시","남자","30 - 39세",102
"2016.3/4","광주광역시","남자","40 - 49세",120
"2016.3/4","광주광역시","남자","50 - 59세",94
"2016.3/4","광주광역시","남자","60세이상",56
"2016.3/4","광주광역시","여자","20 - 29세",51
"2016.3/4","광주광역시","여자","30 - 39세",61
"2016.3/4","광주광역시","여자","40 - 49세",86
"2016.3/4","광주광역시","여자","50 - 59세",70
"2016.3/4","광주광역시","여자","60세이상",40
"2016.3/4","대전광역시","남자","20 - 29세",60
"2016.3/4","대전광역시","남자","30 - 39세",98
"2016.3/4","대전광역시","남자","40 - 49세",119
"2016.3/4","대전광역시","남자","50 - 59세",105
"2016.3/4","대전광역시","남자","60세이상",57
"2016.3/4","대전광역시","여자","20 - 29세",68
"2016.3/4","대전광역시","여자","30 - 39세",62
"2016.3/4","대전광역시","여자","40 - 49세",87
"2016.3/4","대전광역시","여자","50 - 59세",71
"2016.3/4","대전광역시","여자","60세이상",39
"2016.3/4","울산광역시","남자","20 - 29세",40
"2016.3/4","울산광역시","남자","30 - 39세",88
"2016.3/4","울산광역시","남자","40 - 49세",97
"2016.3/4","울산광역시","남자","50 - 59세",94
"2016.3/4","울산광역시","남자","60세이상",44
"2016.3/4","울산광역시","여자","20 - 29세",39
"2016.3/4","울산광역시","여자","30 - 39세",42
"2016.3/4","울산광역시","여자","40 - 49세",57
"2016.3/4","울산광역시","여자","50 - 59세",51
"2016.3/4","울산광역시","여자","60세이상",24
"2016.3/4","세종특별자치시","남자","20 - 29세",-
"2016.3/4","세종특별자치시","남자","30 - 39세",-
"2016.3/4","세종특별자치시","남자","40 - 49세",-
"2016.3/4","세종특별자치시","남자","50 - 59세",-
"2016.3/4","세종특별자치시","남자","60세이상",-
"2016.3/4","세종특별자치시","여자","20 - 29세",-
"2016.3/4","세종특별자치시","여자","30 - 39세",-
"2016.3/4","세종특별자치시","여자","40 - 49세",-
"2016.3/4","세종특별자치시","여자","50 - 59세",-
"2016.3/4","세종특별자치시","여자","60세이상",-
"2016.3/4","경기도","남자","20 - 29세",471
"2016.3/4","경기도","남자","30 - 39세",951
"2016.3/4","경기도","남자","40 - 49세",1091
"2016.3/4","경기도","남자","50 - 59세",891
"2016.3/4","경기도","남자","60세이상",440
"2016.3/4","경기도","여자","20 - 29세",483
"2016.3/4","경기도","여자","30 - 39세",559
"2016.3/4","경기도","여자","40 - 49세",738
"2016.3/4","경기도","여자","50 - 59세",594
"2016.3/4","경기도","여자","60세이상",301
"2016.3/4","강원도","남자","20 - 29세",37
"2016.3/4","강원도","남자","30 - 39세",78
"2016.3/4","강원도","남자","40 - 49세",108
"2016.3/4","강원도","남자","50 - 59세",114
"2016.3/4","강원도","남자","60세이상",86
"2016.3/4","강원도","여자","20 - 29세",50
"2016.3/4","강원도","여자","30 - 39세",55
"2016.3/4","강원도","여자","40 - 49세",78
"2016.3/4","강원도","여자","50 - 59세",83
"2016.3/4","강원도","여자","60세이상",78
"2016.3/4","충청북도","남자","20 - 29세",60
"2016.3/4","충청북도","남자","30 - 39세",100
"2016.3/4","충청북도","남자","40 - 49세",122
"2016.3/4","충청북도","남자","50 - 59세",121
"2016.3/4","충청북도","남자","60세이상",84
"2016.3/4","충청북도","여자","20 - 29세",60
"2016.3/4","충청북도","여자","30 - 39세",65
"2016.3/4","충청북도","여자","40 - 49세",86
"2016.3/4","충청북도","여자","50 - 59세",91
"2016.3/4","충청북도","여자","60세이상",64
"2016.3/4","충청남도","남자","20 - 29세",99
"2016.3/4","충청남도","남자","30 - 39세",173
"2016.3/4","충청남도","남자","40 - 49세",186
"2016.3/4","충청남도","남자","50 - 59세",163
"2016.3/4","충청남도","남자","60세이상",131
"2016.3/4","충청남도","여자","20 - 29세",78
"2016.3/4","충청남도","여자","30 - 39세",88
"2016.3/4","충청남도","여자","40 - 49세",118
"2016.3/4","충청남도","여자","50 - 59세",117
"2016.3/4","충청남도","여자","60세이상",100
"2016.3/4","전라북도","남자","20 - 29세",53
"2016.3/4","전라북도","남자","30 - 39세",102
"2016.3/4","전라북도","남자","40 - 49세",135
"2016.3/4","전라북도","남자","50 - 59세",135
"2016.3/4","전라북도","남자","60세이상",118
"2016.3/4","전라북도","여자","20 - 29세",55
"2016.3/4","전라북도","여자","30 - 39세",66
"2016.3/4","전라북도","여자","40 - 49세",101
"2016.3/4","전라북도","여자","50 - 59세",99
"2016.3/4","전라북도","여자","60세이상",97
"2016.3/4","전라남도","남자","20 - 29세",46
"2016.3/4","전라남도","남자","30 - 39세",102
"2016.3/4","전라남도","남자","40 - 49세",130
"2016.3/4","전라남도","남자","50 - 59세",135
"2016.3/4","전라남도","남자","60세이상",134
"2016.3/4","전라남도","여자","20 - 29세",48
"2016.3/4","전라남도","여자","30 - 39세",56
"2016.3/4","전라남도","여자","40 - 49세",92
"2016.3/4","전라남도","여자","50 - 59세",102
"2016.3/4","전라남도","여자","60세이상",135
"2016.3/4","경상북도","남자","20 - 29세",93
"2016.3/4","경상북도","남자","30 - 39세",168
"2016.3/4","경상북도","남자","40 - 49세",200
"2016.3/4","경상북도","남자","50 - 59세",204
"2016.3/4","경상북도","남자","60세이상",181
"2016.3/4","경상북도","여자","20 - 29세",72
"2016.3/4","경상북도","여자","30 - 39세",85
"2016.3/4","경상북도","여자","40 - 49세",145
"2016.3/4","경상북도","여자","50 - 59세",142
"2016.3/4","경상북도","여자","60세이상",157
"2016.3/4","경상남도","남자","20 - 29세",116
"2016.3/4","경상남도","남자","30 - 39세",222
"2016.3/4","경상남도","남자","40 - 49세",265
"2016.3/4","경상남도","남자","50 - 59세",242
"2016.3/4","경상남도","남자","60세이상",165
"2016.3/4","경상남도","여자","20 - 29세",94
"2016.3/4","경상남도","여자","30 - 39세",114
"2016.3/4","경상남도","여자","40 - 49세",184
"2016.3/4","경상남도","여자","50 - 59세",175
"2016.3/4","경상남도","여자","60세이상",125
"2016.3/4","제주도","남자","20 - 29세",22
"2016.3/4","제주도","남자","30 - 39세",41
"2016.3/4","제주도","남자","40 - 49세",52
"2016.3/4","제주도","남자","50 - 59세",44
"2016.3/4","제주도","남자","60세이상",32
"2016.3/4","제주도","여자","20 - 29세",25
"2016.3/4","제주도","여자","30 - 39세",28
"2016.3/4","제주도","여자","40 - 49세",40
"2016.3/4","제주도","여자","50 - 59세",35
"2016.3/4","제주도","여자","60세이상",34
"2016.4/4","서울특별시","남자","20 - 29세",329
"2016.4/4","서울특별시","남자","30 - 39세",721
"2016.4/4","서울특별시","남자","40 - 49세",748
"2016.4/4","서울특별시","남자","50 - 59세",660
"2016.4/4","서울특별시","남자","60세이상",412
"2016.4/4","서울특별시","여자","20 - 29세",468
"2016.4/4","서울특별시","여자","30 - 39세",494
"2016.4/4","서울특별시","여자","40 - 49세",521
"2016.4/4","서울특별시","여자","50 - 59세",498
"2016.4/4","서울특별시","여자","60세이상",276
"2016.4/4","부산광역시","남자","20 - 29세",113
"2016.4/4","부산광역시","남자","30 - 39세",209
"2016.4/4","부산광역시","남자","40 - 49세",237
"2016.4/4","부산광역시","남자","50 - 59세",233
"2016.4/4","부산광역시","남자","60세이상",169
"2016.4/4","부산광역시","여자","20 - 29세",125
"2016.4/4","부산광역시","여자","30 - 39세",139
"2016.4/4","부산광역시","여자","40 - 49세",161
"2016.4/4","부산광역시","여자","50 - 59세",173
"2016.4/4","부산광역시","여자","60세이상",117
"2016.4/4","대구광역시","남자","20 - 29세",76
"2016.4/4","대구광역시","남자","30 - 39세",151
"2016.4/4","대구광역시","남자","40 - 49세",189
"2016.4/4","대구광역시","남자","50 - 59세",181
"2016.4/4","대구광역시","남자","60세이상",100
"2016.4/4","대구광역시","여자","20 - 29세",88
"2016.4/4","대구광역시","여자","30 - 39세",101
"2016.4/4","대구광역시","여자","40 - 49세",148
"2016.4/4","대구광역시","여자","50 - 59세",136
"2016.4/4","대구광역시","여자","60세이상",73
"2016.4/4","인천광역시","남자","20 - 29세",108
"2016.4/4","인천광역시","남자","30 - 39세",213
"2016.4/4","인천광역시","남자","40 - 49세",238
"2016.4/4","인천광역시","남자","50 - 59세",217
"2016.4/4","인천광역시","남자","60세이상",110
"2016.4/4","인천광역시","여자","20 - 29세",112
"2016.4/4","인천광역시","여자","30 - 39세",128
"2016.4/4","인천광역시","여자","40 - 49세",159
"2016.4/4","인천광역시","여자","50 - 59세",153
"2016.4/4","인천광역시","여자","60세이상",71
"2016.4/4","광주광역시","남자","20 - 29세",45
"2016.4/4","광주광역시","남자","30 - 39세",102
"2016.4/4","광주광역시","남자","40 - 49세",122
"2016.4/4","광주광역시","남자","50 - 59세",95
"2016.4/4","광주광역시","남자","60세이상",55
"2016.4/4","광주광역시","여자","20 - 29세",49
"2016.4/4","광주광역시","여자","30 - 39세",61
"2016.4/4","광주광역시","여자","40 - 49세",84
"2016.4/4","광주광역시","여자","50 - 59세",71
"2016.4/4","광주광역시","여자","60세이상",42
"2016.4/4","대전광역시","남자","20 - 29세",60
"2016.4/4","대전광역시","남자","30 - 39세",99
"2016.4/4","대전광역시","남자","40 - 49세",117
"2016.4/4","대전광역시","남자","50 - 59세",106
"2016.4/4","대전광역시","남자","60세이상",57
"2016.4/4","대전광역시","여자","20 - 29세",70
"2016.4/4","대전광역시","여자","30 - 39세",62
"2016.4/4","대전광역시","여자","40 - 49세",89
"2016.4/4","대전광역시","여자","50 - 59세",71
"2016.4/4","대전광역시","여자","60세이상",40
"2016.4/4","울산광역시","남자","20 - 29세",42
"2016.4/4","울산광역시","남자","30 - 39세",88
"2016.4/4","울산광역시","남자","40 - 49세",96
"2016.4/4","울산광역시","남자","50 - 59세",94
"2016.4/4","울산광역시","남자","60세이상",46
"2016.4/4","울산광역시","여자","20 - 29세",36
"2016.4/4","울산광역시","여자","30 - 39세",42
"2016.4/4","울산광역시","여자","40 - 49세",58
"2016.4/4","울산광역시","여자","50 - 59세",54
"2016.4/4","울산광역시","여자","60세이상",22
"2016.4/4","세종특별자치시","남자","20 - 29세",-
"2016.4/4","세종특별자치시","남자","30 - 39세",-
"2016.4/4","세종특별자치시","남자","40 - 49세",-
"2016.4/4","세종특별자치시","남자","50 - 59세",-
"2016.4/4","세종특별자치시","남자","60세이상",-
"2016.4/4","세종특별자치시","여자","20 - 29세",-
"2016.4/4","세종특별자치시","여자","30 - 39세",-
"2016.4/4","세종특별자치시","여자","40 - 49세",-
"2016.4/4","세종특별자치시","여자","50 - 59세",-
"2016.4/4","세종특별자치시","여자","60세이상",-
"2016.4/4","경기도","남자","20 - 29세",454
"2016.4/4","경기도","남자","30 - 39세",950
"2016.4/4","경기도","남자","40 - 49세",1090
"2016.4/4","경기도","남자","50 - 59세",906
"2016.4/4","경기도","남자","60세이상",432
"2016.4/4","경기도","여자","20 - 29세",484
"2016.4/4","경기도","여자","30 - 39세",557
"2016.4/4","경기도","여자","40 - 49세",727
"2016.4/4","경기도","여자","50 - 59세",600
"2016.4/4","경기도","여자","60세이상",297
"2016.4/4","강원도","남자","20 - 29세",40
"2016.4/4","강원도","남자","30 - 39세",79
"2016.4/4","강원도","남자","40 - 49세",108
"2016.4/4","강원도","남자","50 - 59세",114
"2016.4/4","강원도","남자","60세이상",82
"2016.4/4","강원도","여자","20 - 29세",51
"2016.4/4","강원도","여자","30 - 39세",53
"2016.4/4","강원도","여자","40 - 49세",79
"2016.4/4","강원도","여자","50 - 59세",82
"2016.4/4","강원도","여자","60세이상",70
"2016.4/4","충청북도","남자","20 - 29세",57
"2016.4/4","충청북도","남자","30 - 39세",99
"2016.4/4","충청북도","남자","40 - 49세",123
"2016.4/4","충청북도","남자","50 - 59세",121
"2016.4/4","충청북도","남자","60세이상",81
"2016.4/4","충청북도","여자","20 - 29세",63
"2016.4/4","충청북도","여자","30 - 39세",66
"2016.4/4","충청북도","여자","40 - 49세",89
"2016.4/4","충청북도","여자","50 - 59세",87
"2016.4/4","충청북도","여자","60세이상",63
"2016.4/4","충청남도","남자","20 - 29세",97
"2016.4/4","충청남도","남자","30 - 39세",177
"2016.4/4","충청남도","남자","40 - 49세",187
"2016.4/4","충청남도","남자","50 - 59세",165
"2016.4/4","충청남도","남자","60세이상",123
"2016.4/4","충청남도","여자","20 - 29세",76
"2016.4/4","충청남도","여자","30 - 39세",94
"2016.4/4","충청남도","여자","40 - 49세",118
"2016.4/4","충청남도","여자","50 - 59세",112
"2016.4/4","충청남도","여자","60세이상",90
"2016.4/4","전라북도","남자","20 - 29세",50
"2016.4/4","전라북도","남자","30 - 39세",102
"2016.4/4","전라북도","남자","40 - 49세",134
"2016.4/4","전라북도","남자","50 - 59세",131
"2016.4/4","전라북도","남자","60세이상",116
"2016.4/4","전라북도","여자","20 - 29세",55
"2016.4/4","전라북도","여자","30 - 39세",65
"2016.4/4","전라북도","여자","40 - 49세",100
"2016.4/4","전라북도","여자","50 - 59세",98
"2016.4/4","전라북도","여자","60세이상",85
"2016.4/4","전라남도","남자","20 - 29세",44
"2016.4/4","전라남도","남자","30 - 39세",95
"2016.4/4","전라남도","남자","40 - 49세",129
"2016.4/4","전라남도","남자","50 - 59세",134
"2016.4/4","전라남도","남자","60세이상",135
"2016.4/4","전라남도","여자","20 - 29세",49
"2016.4/4","전라남도","여자","30 - 39세",56
"2016.4/4","전라남도","여자","40 - 49세",90
"2016.4/4","전라남도","여자","50 - 59세",100
"2016.4/4","전라남도","여자","60세이상",132
"2016.4/4","경상북도","남자","20 - 29세",95
"2016.4/4","경상북도","남자","30 - 39세",168
"2016.4/4","경상북도","남자","40 - 49세",201
"2016.4/4","경상북도","남자","50 - 59세",206
"2016.4/4","경상북도","남자","60세이상",183
"2016.4/4","경상북도","여자","20 - 29세",69
"2016.4/4","경상북도","여자","30 - 39세",87
"2016.4/4","경상북도","여자","40 - 49세",142
"2016.4/4","경상북도","여자","50 - 59세",142
"2016.4/4","경상북도","여자","60세이상",150
"2016.4/4","경상남도","남자","20 - 29세",120
"2016.4/4","경상남도","남자","30 - 39세",225
"2016.4/4","경상남도","남자","40 - 49세",266
"2016.4/4","경상남도","남자","50 - 59세",243
"2016.4/4","경상남도","남자","60세이상",165
"2016.4/4","경상남도","여자","20 - 29세",94
"2016.4/4","경상남도","여자","30 - 39세",113
"2016.4/4","경상남도","여자","40 - 49세",189
"2016.4/4","경상남도","여자","50 - 59세",178
"2016.4/4","경상남도","여자","60세이상",121
"2016.4/4","제주도","남자","20 - 29세",21
"2016.4/4","제주도","남자","30 - 39세",42
"2016.4/4","제주도","남자","40 - 49세",54
"2016.4/4","제주도","남자","50 - 59세",45
"2016.4/4","제주도","남자","60세이상",32
"2016.4/4","제주도","여자","20 - 29세",27
"2016.4/4","제주도","여자","30 - 39세",29
"2016.4/4","제주도","여자","40 - 49세",41
"2016.4/4","제주도","여자","50 - 59세",36
"2016.4/4","제주도","여자","60세이상",37
"2017.1/4","서울특별시","남자","20 - 29세",320
"2017.1/4","서울특별시","남자","30 - 39세",714
"2017.1/4","서울특별시","남자","40 - 49세",734
"2017.1/4","서울특별시","남자","50 - 59세",658
"2017.1/4","서울특별시","남자","60세이상",394
"2017.1/4","서울특별시","여자","20 - 29세",461
"2017.1/4","서울특별시","여자","30 - 39세",503
"2017.1/4","서울특별시","여자","40 - 49세",501
"2017.1/4","서울특별시","여자","50 - 59세",491
"2017.1/4","서울특별시","여자","60세이상",270
"2017.1/4","부산광역시","남자","20 - 29세",110
"2017.1/4","부산광역시","남자","30 - 39세",210
"2017.1/4","부산광역시","남자","40 - 49세",232
"2017.1/4","부산광역시","남자","50 - 59세",234
"2017.1/4","부산광역시","남자","60세이상",163
"2017.1/4","부산광역시","여자","20 - 29세",123
"2017.1/4","부산광역시","여자","30 - 39세",136
"2017.1/4","부산광역시","여자","40 - 49세",167
"2017.1/4","부산광역시","여자","50 - 59세",172
"2017.1/4","부산광역시","여자","60세이상",112
"2017.1/4","대구광역시","남자","20 - 29세",72
"2017.1/4","대구광역시","남자","30 - 39세",149
"2017.1/4","대구광역시","남자","40 - 49세",188
"2017.1/4","대구광역시","남자","50 - 59세",180
"2017.1/4","대구광역시","남자","60세이상",101
"2017.1/4","대구광역시","여자","20 - 29세",89
"2017.1/4","대구광역시","여자","30 - 39세",97
"2017.1/4","대구광역시","여자","40 - 49세",145
"2017.1/4","대구광역시","여자","50 - 59세",136
"2017.1/4","대구광역시","여자","60세이상",68
"2017.1/4","인천광역시","남자","20 - 29세",102
"2017.1/4","인천광역시","남자","30 - 39세",209
"2017.1/4","인천광역시","남자","40 - 49세",234
"2017.1/4","인천광역시","남자","50 - 59세",211
"2017.1/4","인천광역시","남자","60세이상",107
"2017.1/4","인천광역시","여자","20 - 29세",115
"2017.1/4","인천광역시","여자","30 - 39세",126
"2017.1/4","인천광역시","여자","40 - 49세",164
"2017.1/4","인천광역시","여자","50 - 59세",154
"2017.1/4","인천광역시","여자","60세이상",68
"2017.1/4","광주광역시","남자","20 - 29세",48
"2017.1/4","광주광역시","남자","30 - 39세",98
"2017.1/4","광주광역시","남자","40 - 49세",122
"2017.1/4","광주광역시","남자","50 - 59세",96
"2017.1/4","광주광역시","남자","60세이상",51
"2017.1/4","광주광역시","여자","20 - 29세",52
"2017.1/4","광주광역시","여자","30 - 39세",61
"2017.1/4","광주광역시","여자","40 - 49세",88
"2017.1/4","광주광역시","여자","50 - 59세",73
"2017.1/4","광주광역시","여자","60세이상",39
"2017.1/4","대전광역시","남자","20 - 29세",59
"2017.1/4","대전광역시","남자","30 - 39세",100
"2017.1/4","대전광역시","남자","40 - 49세",116
"2017.1/4","대전광역시","남자","50 - 59세",104
"2017.1/4","대전광역시","남자","60세이상",53
"2017.1/4","대전광역시","여자","20 - 29세",69
"2017.1/4","대전광역시","여자","30 - 39세",60
"2017.1/4","대전광역시","여자","40 - 49세",87
"2017.1/4","대전광역시","여자","50 - 59세",69
"2017.1/4","대전광역시","여자","60세이상",37
"2017.1/4","울산광역시","남자","20 - 29세",45
"2017.1/4","울산광역시","남자","30 - 39세",88
"2017.1/4","울산광역시","남자","40 - 49세",95
"2017.1/4","울산광역시","남자","50 - 59세",91
"2017.1/4","울산광역시","남자","60세이상",43
"2017.1/4","울산광역시","여자","20 - 29세",35
"2017.1/4","울산광역시","여자","30 - 39세",42
"2017.1/4","울산광역시","여자","40 - 49세",59
"2017.1/4","울산광역시","여자","50 - 59세",54
"2017.1/4","울산광역시","여자","60세이상",19
"2017.1/4","세종특별자치시","남자","20 - 29세",8
"2017.1/4","세종특별자치시","남자","30 - 39세",22
"2017.1/4","세종특별자치시","남자","40 - 49세",22
"2017.1/4","세종특별자치시","남자","50 - 59세",13
"2017.1/4","세종특별자치시","남자","60세이상",7
"2017.1/4","세종특별자치시","여자","20 - 29세",8
"2017.1/4","세종특별자치시","여자","30 - 39세",13
"2017.1/4","세종특별자치시","여자","40 - 49세",13
"2017.1/4","세종특별자치시","여자","50 - 59세",8
"2017.1/4","세종특별자치시","여자","60세이상",5
"2017.1/4","경기도","남자","20 - 29세",437
"2017.1/4","경기도","남자","30 - 39세",944
"2017.1/4","경기도","남자","40 - 49세",1090
"2017.1/4","경기도","남자","50 - 59세",906
"2017.1/4","경기도","남자","60세이상",415
"2017.1/4","경기도","여자","20 - 29세",483
"2017.1/4","경기도","여자","30 - 39세",554
"2017.1/4","경기도","여자","40 - 49세",728
"2017.1/4","경기도","여자","50 - 59세",608
"2017.1/4","경기도","여자","60세이상",269
"2017.1/4","강원도","남자","20 - 29세",41
"2017.1/4","강원도","남자","30 - 39세",78
"2017.1/4","강원도","남자","40 - 49세",106
"2017.1/4","강원도","남자","50 - 59세",107
"2017.1/4","강원도","남자","60세이상",71
"2017.1/4","강원도","여자","20 - 29세",52
"2017.1/4","강원도","여자","30 - 39세",52
"2017.1/4","강원도","여자","40 - 49세",76
"2017.1/4","강원도","여자","50 - 59세",78
"2017.1/4","강원도","여자","60세이상",56
"2017.1/4","충청북도","남자","20 - 29세",54
"2017.1/4","충청북도","남자","30 - 39세",99
"2017.1/4","충청북도","남자","40 - 49세",123
"2017.1/4","충청북도","남자","50 - 59세",118
"2017.1/4","충청북도","남자","60세이상",70
"2017.1/4","충청북도","여자","20 - 29세",59
"2017.1/4","충청북도","여자","30 - 39세",64
"2017.1/4","충청북도","여자","40 - 49세",89
"2017.1/4","충청북도","여자","50 - 59세",83
"2017.1/4","충청북도","여자","60세이상",48
"2017.1/4","충청남도","남자","20 - 29세",85
"2017.1/4","충청남도","남자","30 - 39세",158
"2017.1/4","충청남도","남자","40 - 49세",162
"2017.1/4","충청남도","남자","50 - 59세",147
"2017.1/4","충청남도","남자","60세이상",97
"2017.1/4","충청남도","여자","20 - 29세",63
"2017.1/4","충청남도","여자","30 - 39세",79
"2017.1/4","충청남도","여자","40 - 49세",101
"2017.1/4","충청남도","여자","50 - 59세",97
"2017.1/4","충청남도","여자","60세이상",63
"2017.1/4","전라북도","남자","20 - 29세",49
"2017.1/4","전라북도","남자","30 - 39세",98
"2017.1/4","전라북도","남자","40 - 49세",133
"2017.1/4","전라북도","남자","50 - 59세",127
"2017.1/4","전라북도","남자","60세이상",113
"2017.1/4","전라북도","여자","20 - 29세",49
"2017.1/4","전라북도","여자","30 - 39세",65
"2017.1/4","전라북도","여자","40 - 49세",98
"2017.1/4","전라북도","여자","50 - 59세",92
"2017.1/4","전라북도","여자","60세이상",64
"2017.1/4","전라남도","남자","20 - 29세",44
"2017.1/4","전라남도","남자","30 - 39세",95
"2017.1/4","전라남도","남자","40 - 49세",124
"2017.1/4","전라남도","남자","50 - 59세",132
"2017.1/4","전라남도","남자","60세이상",129
"2017.1/4","전라남도","여자","20 - 29세",44
"2017.1/4","전라남도","여자","30 - 39세",57
"2017.1/4","전라남도","여자","40 - 49세",84
"2017.1/4","전라남도","여자","50 - 59세",94
"2017.1/4","전라남도","여자","60세이상",110
"2017.1/4","경상북도","남자","20 - 29세",90
"2017.1/4","경상북도","남자","30 - 39세",169
"2017.1/4","경상북도","남자","40 - 49세",197
"2017.1/4","경상북도","남자","50 - 59세",205
"2017.1/4","경상북도","남자","60세이상",170
"2017.1/4","경상북도","여자","20 - 29세",74
"2017.1/4","경상북도","여자","30 - 39세",85
"2017.1/4","경상북도","여자","40 - 49세",141
"2017.1/4","경상북도","여자","50 - 59세",140
"2017.1/4","경상북도","여자","60세이상",128
"2017.1/4","경상남도","남자","20 - 29세",116
"2017.1/4","경상남도","남자","30 - 39세",221
"2017.1/4","경상남도","남자","40 - 49세",259
"2017.1/4","경상남도","남자","50 - 59세",247
"2017.1/4","경상남도","남자","60세이상",161
"2017.1/4","경상남도","여자","20 - 29세",88
"2017.1/4","경상남도","여자","30 - 39세",116
"2017.1/4","경상남도","여자","40 - 49세",188
"2017.1/4","경상남도","여자","50 - 59세",177
"2017.1/4","경상남도","여자","60세이상",106
"2017.1/4","제주도","남자","20 - 29세",22
"2017.1/4","제주도","남자","30 - 39세",42
